"CN","SRV_CN","CTY_CN","PREV_PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","LAT","LON","ELEV","GROW_TYP_CD","MORT_TYP_CD","P2PANEL","P3PANEL","ECOSUBCD","CONGCD","MANUAL","KINDCD_NC","QA_STATUS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MICROPLOT_LOC","DECLINATION","EMAP_HEX","SAMP_METHOD_CD","SUBP_EXAMINE_CD","MACRO_BREAKPOINT_DIA","INTENSITY","CYCLE","SUBCYCLE","ECO_UNIT_PNW","TOPO_POSITION_PNW","NF_SAMPLING_STATUS_CD","NF_PLOT_STATUS_CD","NF_PLOT_NONSAMPLE_REASN_CD","P2VEG_SAMPLING_STATUS_CD","P2VEG_SAMPLING_LEVEL_DETAIL_CD","INVASIVE_SAMPLING_STATUS_CD","INVASIVE_SPECIMEN_RULE_CD","DESIGNCD_P2A"
"8632012010901","8601028010901","73010497","",2006,53,5,57,87916,1,,2006,5,31,10,1,1,6,4,48.379011,-122.050469,2900,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","3",,,,,,,,
"8631873010901","8601028010901","73010497","",2006,53,5,57,88161,1,,2006,6,30,10,1,1,4,0,48.334582,-122.162629,700,,,3,," 242Ae",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","7",,,,,,,,
"22399251010497","22132267010497","73010497","",2006,53,5,57,88616,1,,2006,8,22,10,1,1,7,0,48.45526,-121.818232,3900,,,3,,"M242Da",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,6,"","5",,,,,,,,
"22399256010497","22132267010497","73010497","",2006,53,5,57,90500,1,,2006,8,5,10,1,1,6,0,48.606437,-120.85205,4500,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"4",1,6,"","4",,,,,,,,
"22954688010497","8601028010901","73010497","22836573010497",2006,53,5,57,91906,1,,2007,6,22,5.7,2,1,3,0,48.353912,-122.166983,1100,,,3,3," 242Ae",5301,3,2,1,"",2008-04-18,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8632797010901","8601028010901","73010497","",2006,53,5,57,92282,2,,2006,9,30,10,1,1,,,48.500972,-122.24193,100,,,3,," 242Ab",5302,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"8632925010901","8601028010901","73010497","",2006,53,5,57,98830,1,,2006,5,23,10,1,1,4,1,48.552363,-122.101043,1900,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8632490010901","8601028010901","73010497","",2006,53,5,57,99832,2,,2006,8,16,10,1,1,7,0,48.447862,-121.327524,4500,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","9",,,,,,,,
"22399248010497","22132267010497","73010497","",2006,53,5,57,99997,1,,2006,8,15,10,1,1,7,4,48.574878,-121.556779,3500,,,3,,"M242Da",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,6,"","4",,,,,,,,
"9205149010901","8601028010901","75010497","",2006,53,5,61,50362,2,,2006,9,30,10,1,1,,,48.184923,-122.392818,0,,,3,," 242Ae",5302,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9205162010901","8601028010901","75010497","",2006,53,5,61,50371,2,,2006,9,30,10,1,1,,,48.031442,-122.339904,0,,,3,," 242Ad",5302,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"8636974010901","8601028010901","75010497","",2006,53,5,61,51620,2,,2006,9,30,10,1,1,,,47.868089,-121.778892,300,,,3,," 242Ab",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"22399292010497","22132267010497","75010497","",2006,53,5,61,53101,1,,2006,7,7,10,1,1,8,1,48.206745,-121.371339,3500,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"4",1,6,"","5",,,,,,,,
"22399289010497","22132267010497","75010497","",2006,53,5,61,54088,1,,2006,8,21,10,1,1,7,4,48.031493,-121.610081,3900,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,6,"","8",,,,,,,,
"8637963010901","8601028010901","75010497","",2006,53,5,61,56034,2,,2006,9,30,10,1,1,,,48.162863,-122.230986,100,,,3,," 242Ae",5302,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"22399290010497","22132267010497","75010497","",2006,53,5,61,56227,1,,2006,8,16,10,1,1,4,0,48.205845,-121.524808,1500,,,3,,"M242Da",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,6,"","7",,,,,,,,
"8637815010901","8601028010901","75010497","",2006,53,5,61,57152,1,,2006,8,14,10,1,1,7,4,48.108319,-121.269301,3300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","5",,,,,,,,
"22399288010497","22132267010497","75010497","",2006,53,5,61,57299,1,,2006,7,28,10,1,1,7,0,48.104623,-121.312239,4900,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,6,"","3",,,,,,,,
"22399285010497","22132267010497","75010497","",2006,53,5,61,57759,1,,2006,8,9,10,1,1,4,4,48.255715,-121.524847,1300,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,6,"","4",,,,,,,,
"22399294010497","22132267010497","75010497","",2006,53,5,61,58402,3,3,2006,7,9,10,1,1,6,0,48.060044,-121.530573,3300,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",,,1,1,30,"2",1,6,"","2",,,,,,,,
"8638626010901","8601028010901","75010497","",2006,53,5,61,60991,1,,2006,8,6,10,1,1,9,4,48.249981,-121.120891,5300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8638262010901","8601028010901","75010497","",2006,53,5,61,68361,1,,2006,8,12,10,1,1,2,0,48.205813,-121.491973,2100,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"22954625010497","8601028010901","75010497","22836578010497",2006,53,5,61,69922,2,,2007,8,17,6.2,2,1,6,0,47.872163,-122.086492,100,,,3,3," 242Ab",5301,3,2,1,"",2008-04-18,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","8",,,,,,,,
"8637335010901","8601028010901","75010497","",2006,53,5,61,72626,2,,2006,9,30,10,1,1,,,48.015772,-122.142842,0,,,3,," 242Ab",5302,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"8638171010901","8601028010901","75010497","",2006,53,5,61,73640,1,,2006,5,8,10,1,1,5,0,48.217079,-122.020185,700,,,3,,"M242Da",5301,3,,7,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8637097010901","8601028010901","75010497","",2006,53,5,61,73724,1,,2006,8,17,10,1,1,7,1,47.964028,-121.279234,3300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","5",,,,,,,,
"22399291010497","22132267010497","75010497","",2006,53,5,61,74213,1,,2006,8,13,10,1,1,7,1,48.128307,-121.487927,4500,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,6,"","5",,,,,,,,
"8637698010901","8601028010901","75010497","",2006,53,5,61,74411,1,,2006,8,22,10,1,1,7,0,48.112211,-121.643443,4300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","2",,,,,,,,
"8636584010901","8601028010901","75010497","",2006,53,5,61,75115,1,,2006,8,18,10,1,1,7,0,47.807781,-121.20862,4300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8636845010901","8601028010901","75010497","",2006,53,5,61,76658,1,,2006,5,5,10,1,1,4,0,47.84972,-122.060486,300,,,3,," 242Ab",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","3",,,,,,,,
"22399282010497","22132267010497","75010497","",2006,53,5,61,77993,1,,2006,8,9,10,1,1,8,0,48.231848,-121.743488,3500,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,6,"","4",,,,,,,,
"22399287010497","22132267010497","75010497","",2006,53,5,61,79022,1,,2006,8,15,10,1,1,5,0,47.913194,-121.454962,3300,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"3",1,6,"","4",,,,,,,,
"193209061020004","22132267010497","75010497","",2006,53,5,61,83229,3,3,2009,5,3,,1,1,3,,47.78772,-121.54483,1900,,,3,,"M242Db",5301,3,,1,"",2013-07-23,"20004","",2015-07-17,"489998","OFFSET",,,1,4,30,"2",1,6,"","2",,,,,,,,
"8637799010901","8601028010901","75010497","",2006,53,5,61,84925,3,3,2006,8,13,10,1,1,9,0,48.083748,-121.081597,5900,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","3",,,,,,,,
"8636989010901","8601028010901","75010497","",2006,53,5,61,84992,2,,2006,5,9,10,1,1,1,0,47.921118,-121.936959,500,,,3,," 242Ae",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"22399284010497","22132267010497","75010497","",2006,53,5,61,86497,1,,2006,8,2,10,1,1,7,0,48.085727,-121.277139,5100,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,6,"","3",,,,,,,,
"22399286010497","22132267010497","75010497","",2006,53,5,61,86565,1,,2006,7,9,10,1,1,7,1,48.079423,-121.493181,4700,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"2",1,6,"","3",,,,,,,,
"8637444010901","8601028010901","75010497","",2006,53,5,61,90145,1,,2006,5,10,10,1,1,4,8,48.064046,-122.013011,300,,,3,," 242Ae",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","5",,,,,,,,
"8636956010901","8601028010901","75010497","",2006,53,5,61,91431,2,,2006,5,4,10,1,1,1,0,47.857318,-122.295989,500,,,3,," 242Af",5302,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,1,30,"1",5,5,"0","7",,,,,,,,
"8638476010901","8601028010901","75010497","",2006,53,5,61,91978,1,,2006,5,11,10,1,1,2,0,48.259092,-121.626735,700,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","1",,,,,,,,
"8636800010901","8601028010901","75010497","",2006,53,5,61,92174,1,,2006,5,9,10,1,1,2,0,47.835795,-122.119924,500,,,3,," 242Ae",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","7",,,,,,,,
"22399283010497","22132267010497","75010497","",2006,53,5,61,94511,1,,2006,8,20,10,1,1,3,0,48.040987,-121.634666,3300,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"4",1,6,"","7",,,,,,,,
"8637011010901","8601028010901","75010497","",2006,53,5,61,94725,1,,2006,9,22,10,1,1,5,0,47.923646,-121.607819,2700,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","3",,,,,,,,
"22399293010497","22132267010497","75010497","",2006,53,5,61,96293,3,3,2006,7,10,10,1,1,8,0,47.892604,-121.53471,3900,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",,,1,1,30,"2",1,6,"","3",,,,,,,,
"8637978010901","8601028010901","75010497","",2006,53,5,61,96800,1,,2006,8,20,10,1,1,6,4,48.188973,-121.819244,2100,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","5",,,,,,,,
"8638793010901","8601028010901","75010497","",2006,53,5,61,98283,1,,2006,8,15,10,1,1,6,1,48.281698,-121.344223,2300,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8637349010901","8601028010901","75010497","",2006,53,5,61,98473,1,,2006,5,29,10,1,1,5,1,48.017197,-121.783247,1100,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","5",,,,,,,,
"8637511010901","8601028010901","75010497","",2006,53,5,61,99747,1,,2006,8,23,10,1,1,4,4,48.054572,-121.421441,1900,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","5",,,,,,,,
"9205175010901","8601028010901","78010497","",2006,53,5,73,50343,2,,2006,9,30,10,1,1,,,48.77966,-122.682601,0,,,3,," 242Aa",5301,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9205188010901","8601028010901","78010497","",2006,53,5,73,50440,2,,2006,9,30,10,1,1,,,48.964828,-122.907891,0,,,3,," 242Aa",5301,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9205201010901","8601028010901","78010497","",2006,53,5,73,50447,2,,2006,9,30,10,1,1,,,48.908891,-123.078777,0,,,3,," 242Aa",5301,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9205214010901","8601028010901","78010497","",2006,53,5,73,50455,2,,2006,9,30,10,1,1,,,48.804324,-122.871296,0,,,3,," 242Ac",5301,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"29394737010497","8601028010901","78010497","",2006,53,5,73,52723,3,3,2009,9,8,,1,1,,,48.75587,-121.41514,4100,,,3,,"M242Db",5301,3,,1,"",2010-05-27,"10497","",2015-07-17,"489998","OFFSET",17.5,,1,4,30,"1",5,5,"0","",,,,,,,,
"8643546010901","8601028010901","78010497","",2006,53,5,73,52794,1,,2006,7,20,10,1,1,2,4,48.680217,-122.486252,900,,,3,," 242Ae",5302,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","1",,,,,,,,
"8644086010901","8601028010901","78010497","",2006,53,5,73,54974,1,,2006,8,13,10,1,1,8,4,48.746416,-121.770382,4700,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","1",,,,,,,,
"8643455010901","8601028010901","78010497","",2006,53,5,73,55532,1,,2006,6,27,10,1,1,3,4,48.79508,-122.391437,500,,,3,," 242Ae",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","8",,,,,,,,
"22399306010497","22132267010497","78010497","",2006,53,5,73,55591,1,,2006,8,14,10,1,1,5,4,48.702232,-121.879293,3300,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"3",1,6,"","4",,,,,,,,
"8645412010901","8601028010901","78010497","",2006,53,5,73,55604,2,,2006,9,30,10,1,1,,,48.970531,-122.349996,100,,,3,," 242Aa",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"22399304010497","22132267010497","78010497","",2006,53,5,73,55717,1,,2006,8,10,10,1,1,3,0,48.676191,-121.692952,900,,,3,,"M242Da",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,6,"","8",,,,,,,,
"8643807010901","8601028010901","78010497","",2006,53,5,73,56990,1,,2006,5,16,10,1,1,2,0,48.84877,-122.320638,2100,,,3,," 242Aa",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8644672010901","8601028010901","78010497","",2006,53,5,73,57516,1,,2006,6,28,10,1,1,4,4,48.844843,-122.16989,500,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8644531010901","8601028010901","78010497","",2006,53,5,73,58172,2,,2006,6,9,10,1,1,1,0,48.84582,-122.546231,100,,,3,," 242Aa",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","8",,,,,,,,
"8645269010901","8601028010901","78010497","",2006,53,5,73,59161,1,,2006,8,26,10,1,1,9,0,48.902084,-121.27144,3300,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8644227010901","8601028010901","78010497","",2006,53,5,73,59670,1,,2006,8,31,10,1,1,7,0,48.752585,-121.183459,1700,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","5",,,,,,,,
"8644353010901","8601028010901","78010497","",2006,53,5,73,62752,1,,2006,8,9,10,1,1,9,1,48.763047,-120.863946,6100,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","6",,,,,,,,
"22399303010497","22132267010497","78010497","",2006,53,5,73,69816,1,,2006,8,18,10,1,1,5,0,48.926475,-121.919416,4700,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"3",1,6,"","3",,,,,,,,
"22399305010497","22132267010497","78010497","",2006,53,5,73,70915,1,,2006,8,20,10,1,1,3,0,48.982751,-121.946391,4500,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,6,"","3",,,,,,,,
"8644549010901","8601028010901","78010497","",2006,53,5,73,71218,1,,2006,6,5,10,1,1,3,1,48.802832,-122.32931,500,,,3,," 242Aa",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","5",,,,,,,,
"8645427010901","8601028010901","78010497","",2006,53,5,73,71311,3,3,2006,8,28,10,1,1,8,0,48.93982,-121.056987,2900,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"22399301010497","22132267010497","78010497","",2006,53,5,73,75099,1,,2006,8,17,10,1,1,7,8,48.868928,-121.618366,2500,,,3,,"M242Db",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"2",1,6,"","6",,,,,,,,
"8645459010901","8601028010901","78010497","",2006,53,5,73,79218,1,,2006,6,6,10,1,1,1,0,48.990451,-122.024344,4100,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","3",,,,,,,,
"8645176010901","8601028010901","78010497","",2006,53,5,73,81971,1,,2006,8,24,10,1,1,9,0,48.925815,-121.43105,4300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","3",,,,,,,,
"8645444010901","8601028010901","78010497","",2006,53,5,73,83045,2,,2006,9,30,10,1,1,,,48.994401,-122.546803,300,,,3,," 242Aa",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"8643642010901","8601028010901","78010497","",2006,53,5,73,85133,1,,2006,8,9,10,1,1,7,0,48.656684,-121.921355,3900,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","3",,,,,,,,
"8655191010901","8601028010901","78010497","",2006,53,5,73,88024,1,,2006,8,11,10,1,1,8,0,48.700149,-121.548631,5500,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","1",,,,,,,,
"8644749010901","8601028010901","78010497","",2006,53,5,73,89575,1,,2006,6,7,10,1,1,6,0,48.847718,-121.937084,4300,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","3",,,,,,,,
"8645397010901","8601028010901","78010497","",2006,53,5,73,94555,3,3,2006,9,30,10,1,1,,,48.941969,-120.872393,6500,,,3,,"M242Db",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"8645096010901","8601028010901","78010497","",2006,53,5,73,94930,1,,2006,5,18,10,1,1,2,2,48.940811,-122.69423,100,,,3,," 242Aa",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","9",,,,,,,,
"8644857010901","8601028010901","78010497","",2006,53,5,73,95269,1,,2006,8,19,10,1,1,7,4,48.899943,-121.766464,2900,,,3,,"M242Da",5301,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"22399302010497","22132267010497","78010497","",2006,53,5,73,97237,1,,2006,8,8,10,1,1,5,1,48.678972,-121.774697,2100,,,3,,"M242Da",5301,3,,1,"",2008-01-24,"10497","",2015-07-17,"489998","OFFSET",18,,1,4,30,"3",1,6,"","8",,,,,,,,
"8654254010901","8601028010901","60010497","",2006,53,6,9,50297,1,,2006,7,25,10,1,1,3,4,48.131861,-124.366517,1100,,,3,,"M242Ac",5306,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"9204759010901","8601028010901","60010497","",2006,53,6,9,50554,2,,2006,9,30,10,1,1,,,48.291399,-123.119845,0,,,3,," 242Ad",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204772010901","8601028010901","60010497","",2006,53,6,9,50595,2,,2006,9,30,10,1,1,,,48.235291,-123.28855,0,,,3,," 242Ad",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204785010901","8601028010901","60010497","",2006,53,6,9,50631,2,,2006,9,30,10,1,1,,,48.225741,-123.83096,0,,,3,,"M242Ac",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204798010901","8601028010901","60010497","",2006,53,6,9,50633,2,,2006,9,30,10,1,1,,,48.202506,-123.643846,0,,,3,,"M242Ac",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204811010901","8601028010901","60010497","",2006,53,6,9,50668,2,,2006,9,30,10,1,1,,,48.351261,-124.225664,0,,,3,,"M242Ac",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204824010901","8601028010901","60010497","",2006,53,6,9,50716,2,,2006,9,30,10,1,1,,,48.305087,-124.378204,0,,,3,,"M242Ac",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204837010901","8601028010901","60010497","",2006,53,6,9,50821,2,,2006,9,30,10,1,1,,,48.417207,-124.790373,0,,,3,,"M242Aa",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204850010901","8601028010901","60010497","",2006,53,6,9,50825,2,,2006,9,30,10,1,1,,,48.257586,-124.748847,0,,,3,,"M242Aa",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"9204863010901","8601028010901","60010497","",2006,53,6,9,50834,2,,2006,9,30,10,1,1,,,47.938296,-124.667062,0,,,3,,"M242Aa",5306,3,,1,"",2007-05-03,"10901","",2015-07-17,"489998","OFFSET",,,2,1,30,"1",5,5,"","",,,,,,,,
"8654637010901","8601028010901","60010497","",2006,53,6,9,52621,1,,2006,8,11,10,1,1,3,1,48.312175,-124.553146,700,,,3,,"M242Ac",5306,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","6",,,,,,,,
"8653229010901","8601028010901","60010497","",2006,53,6,9,53941,1,,2006,8,3,10,1,1,7,0,47.94935,-123.408563,5700,,,3,,"M242Ai",5306,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","1",,,,,,,,
"8653315010901","8601028010901","60010497","",2006,53,6,9,57979,1,,2006,6,30,10,1,1,5,0,47.969024,-123.036023,2100,,,3,," 242Ad",5306,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","4",,,,,,,,
"8654000010901","8601028010901","60010497","",2006,53,6,9,58707,1,,2006,8,6,10,1,1,1,0,48.065997,-123.226934,500,,,3,," 242Ad",5306,3,,1,"",2007-04-30,"10901","",2015-07-17,"489998","OFFSET",18,,1,4,30,"1",5,5,"0","7",,,,,,,,
